feature,log2FC,pval,qval
EC6-3-5-12,-0.180179251,0.415527553,0.518542091
EC2-1-1-98,-0.220877274,0.417761308,0.520651838
EC2-3-1-48,0.473095326,0.418022062,0.520651838
EC2-7-8-8,0.412063326,0.417666993,0.520651838
EC2-5-1-56,-0.684341927,0.419018285,0.521558314
EC4-1-2-14,0.237438573,0.421197505,0.52393518
EC2-8-1-8,-0.365106564,0.422102657,0.524725184
EC2-1-1-193,0.084585523,0.4227337,0.525173644
EC3-2-1-22,0.163595267,0.423024693,0.525199347
EC1-16-3-2,-0.186959504,0.423990647,0.52606247
EC2-7-8-33,0.618924536,0.425668626,0.527807365
EC2-1-1-230,0.240534941,0.426408579,0.528204525
EC5-3-1-1,0.065960027,0.42653263,0.528204525
EC1-9-6-1,0.726264166,0.426929198,0.528358874
EC2-4-1-227,-0.07952007,0.432115641,0.534437104
EC2-4-1-150,0.500456225,0.435950931,0.538837569
EC3-1-3-71,0.532595117,0.436758363,0.539186534
EC4-2-1-49,0.380717082,0.436788268,0.539186534
EC3-4-17-11,-0.604410204,0.439161712,0.541428431
EC3-6-1-22,0.194469741,0.439120825,0.541428431
EC2-7-2-7,0.272904797,0.43995439,0.54206175
EC1-3-99-33,0.378479917,0.448153808,0.55151985
EC6-1-1-14,0.086453113,0.448198581,0.55151985
EC2-4-1-8,0.670433365,0.451159696,0.554812208
EC2-3-1-274,0.618978426,0.453566481,0.557419148
EC2-6-1-53,0.298123367,0.455238165,0.559119946
EC2-4-2-18,0.161581208,0.457092862,0.561043229
EC2-1-1-198,0.061870543,0.457801278,0.561558008
EC1-17-1-2,0.726518913,0.458868278,0.562358158
EC2-7-7-49,-0.254019074,0.45910432,0.562358158
EC3-4-25-2,0.611611731,0.459321872,0.562358158
EC5-3-1-31,0.4923464,0.462540817,0.565942574
EC3-5-3-1,0.503529211,0.463136819,0.566315191
EC1-13-12-16,0.208142279,0.464634321,0.567788985
EC3-2-1-103,-0.272372594,0.466204015,0.569349089
EC1-1-1-261,0.289624492,0.467835976,0.57098323
EC7-1-1-1,0.652087134,0.468196381,0.571064387
EC2-7-4-7,-0.165358486,0.472114605,0.575482232
EC2-5-1-16,0.167370284,0.4766667,0.580391271
EC3-1-11-6,-0.071859978,0.476739304,0.580391271
EC3-8-1-2,-0.425171072,0.478376371,0.582019593
EC2-1-2-9,-0.062741978,0.479110893,0.582548476
EC1-1-1-37,-0.283160159,0.480814201,0.584253905
EC1-1-1-268,-0.633684066,0.483714325,0.587410583
EC2-6-1-59,0.664893016,0.48414037,0.587560736
EC6-3-4-21,0.091160085,0.487523917,0.591297735
EC5-3-1-12,0.096427628,0.487992143,0.591496402
EC6-1-1-9,-0.059828084,0.488312752,0.591516008
EC2-1-1-170,0.640905789,0.488854646,0.591803475
EC1-2-4-2,0.713540198,0.489315663,0.591992735
EC3-2-1-151,0.307555945,0.490918742,0.593562611
EC3-1-1-53,0.33688073,0.492868225,0.595549105
EC2-4-1-11,-0.398025475,0.493530938,0.595609076
EC2-5-1-47,0.069622472,0.493452932,0.595609076
EC5-4-2-10,-0.095337003,0.495639695,0.597782698
EC1-2-1-50,-0.426674309,0.496189783,0.598074906
EC1-1-1-281,0.242927748,0.497510976,0.599295615
EC1-3-5-1,-0.373359856,0.498686015,0.599673224
EC2-3-1-47,0.365922534,0.4985451,0.599673224
EC2-6-1-17,0.564710158,0.49875035,0.599673224
EC4-2-1-3,-0.334809784,0.500852863,0.601828764
EC1-3-99-2,-0.502229093,0.502392014,0.603305119
EC2-7-1-148,-0.063882991,0.503833056,0.604288659
EC7-3-2-2,-0.303872403,0.503828511,0.604288659
EC3-4-21-105,0.202618882,0.504378965,0.604570222
EC2-1-1-189,0.168915147,0.505143981,0.604770777
EC7-2-4-1,0.572594941,0.505168796,0.604770777
EC3-1-3-7,-0.355156111,0.506208259,0.605642024
EC1-1-1-267,-0.060846936,0.508449392,0.607575134
EC1-1-1-65,0.57411666,0.508397364,0.607575134
EC1-13-11-63,0.261979108,0.510871192,0.60994534
EC6-2-1-3,-0.184992378,0.511060738,0.60994534
EC4-1-3-4,0.502934999,0.511835459,0.610494964
EC1-1-1-85,0.077305527,0.5130124,0.61152337
EC3-5-99-2,0.267420964,0.515456543,0.614060125
EC2-7-7-71,-0.242359127,0.516544118,0.614978689
EC3-2-1-135,0.192361326,0.517222174,0.61540887
EC1-3-1-44,0.294124735,0.51984237,0.617392252
EC2-7-1-47,0.369102375,0.519563229,0.617392252
EC5-2-1-5,-0.224851407,0.519248658,0.617392252
EC2-1-1-182,0.060151697,0.521168616,0.618589262
EC3-4-24-11,0.209209327,0.522922641,0.620292242
EC3-6-1-54,0.552249007,0.524207156,0.62143655
EC2-7-7-72,-0.068198141,0.525579167,0.622683123
EC2-3-1-31,-0.097320082,0.526164688,0.622996946
EC1-1-1-136,0.433525238,0.528857462,0.625548043
EC2-7-1-161,-0.176160781,0.528963167,0.625548043
EC4-2-2-1,0.464653619,0.529569579,0.625884241
EC6-1-1-22,-0.051610962,0.532843517,0.629370792
EC2-4-1-52,0.315653825,0.533301671,0.62952925
EC3-2-2-9,0.068636114,0.533836811,0.629778338
EC2-5-1-77,0.145671885,0.534501253,0.630179572
EC3-4-23-49,0.657198662,0.536586042,0.632253899
EC2-3-3-1,-0.372891207,0.54064476,0.636650163
EC1-3-1-26,-0.417192294,0.542151042,0.638037234
EC3-4-19-1,0.298937773,0.543643442,0.6394063
EC3-6-1-19,-0.510796276,0.544161393,0.639628305
EC5-3-1-4,0.097214518,0.548142124,0.643917864
EC5-1-1-1,-0.041826248,0.549118066,0.644674563
EC2-7-6-2,0.180506721,0.549962754,0.645276347
EC1-3-1-98,0.06014003,0.551468784,0.646430604
EC2-5-1-90,0.322401866,0.55161191,0.646430604
EC2-5-1-108,-0.216084724,0.552140258,0.646659748
EC3-5-4-33,0.061833971,0.553718577,0.64772739
EC7-6-2-7,0.385651851,0.553563972,0.64772739
EC1-1-1-215,-0.369411202,0.55803889,0.651604305
EC1-14-13-59,0.532026995,0.557710542,0.651604305
EC2-7-7-60,0.05732571,0.557421562,0.651604305
EC2-1-1-37,-0.119481864,0.558902891,0.652221212
EC3-2-2-24,0.413863959,0.559392276,0.652400475
EC3-2-2-31,0.366215267,0.561574314,0.654160008
EC3-4-24-70,0.640591348,0.561504685,0.654160008
EC6-3-2-1,0.098319426,0.562194637,0.654490221
EC2-4-1-246,0.28470526,0.563515725,0.655635362
EC1-10-3-9,0.342748092,0.565605732,0.657673212
EC2-3-1-102,0.520529228,0.567172257,0.659100296
EC2-7-6-3,0.282701778,0.567653926,0.659265737
EC4-1-1-3,0.193884402,0.569370095,0.660863856
EC2-4-1-187,0.14234223,0.570148765,0.661372568
EC2-1-1-52,-0.243183962,0.571606768,0.662668228
EC2-3-1-266,0.098724252,0.574794683,0.665966648
EC1-3-1-43,0.184008732,0.575870097,0.666815017
EC3-2-1-68,0.430835655,0.577343935,0.668123445
EC2-7-7-53,0.33133742,0.577846011,0.668306428
EC3-6-1-41,0.570548387,0.579574407,0.669906647
EC1-18-6-1,0.239993598,0.581076037,0.671241704
EC4-1-2-5,-0.357831897,0.581420375,0.671241704
EC2-4-2-10,0.0711447,0.581864622,0.671355677
EC3-2-1-24,0.453918617,0.582277663,0.671433531
EC2-1-2-11,-0.121144207,0.583254289,0.672160785
EC2-6-1-1,0.187372111,0.588432956,0.676703661
EC2-7-1-105,0.293334689,0.588937669,0.676703661
EC3-1-3-46,0.293334689,0.588937669,0.676703661
EC3-5-1-26,-0.357116598,0.58842783,0.676703661
EC4-1-99-17,0.094997673,0.588006039,0.676703661
EC3-1-21-5,-0.439217978,0.590456313,0.677733706
EC6-3-4-5,0.083192528,0.590531737,0.677733706
EC3-2-1-85,0.394051006,0.592698816,0.679819244
EC1-1-1-292,0.160338953,0.594385626,0.680950042
EC3-4-23-36,0.057636837,0.594107903,0.680950042
EC2-6-1-90,0.25726388,0.59699362,0.683441153
EC6-3-1-5,0.21305379,0.59726355,0.683441153
EC2-3-1-85,-0.28636594,0.597681748,0.683517149
EC3-1-3-11,0.075195081,0.598822769,0.6844192
EC1-19-1-1,0.216006292,0.602785157,0.688542951
EC4-1-1-19,-0.102716021,0.604062467,0.689596576
EC2-6-1-82,0.499065494,0.606407297,0.691866928
EC2-4-1-301,0.277177512,0.609245938,0.694290239
EC3-5-1-108,0.169869244,0.608912004,0.694290239
EC3-4-21-102,-0.137786729,0.610014131,0.69475818
EC3-1-1-83,0.317401064,0.611990103,0.696600334
EC1-3-1-1,0.398549821,0.612920048,0.696683338
EC2-3-3-16,0.608487609,0.613138707,0.696683338
EC2-4-1-57,0.206123198,0.612820126,0.696683338
EC2-7-7-70,0.312810636,0.614694945,0.698043412
EC4-3-1-2,-0.218097577,0.617005358,0.700257833
EC2-3-1-28,0.204818912,0.618828335,0.701507267
EC2-5-1-19,0.051325326,0.618497138,0.701507267
EC2-4-1-18,-0.051427254,0.620744948,0.703269641
EC2-3-1-181,-0.250260758,0.623987094,0.706530841
EC3-2-1-50,0.376791103,0.624425043,0.706614944
EC5-3-1-5,-0.274513366,0.625200541,0.707080704
EC1-1-1-122,-0.327923274,0.626040341,0.707207199
EC2-5-1-94,0.413086113,0.625725853,0.707207199
EC2-7-2-11,0.042399546,0.627293777,0.708211394
EC3-6-4-12,0.040148922,0.62775123,0.708316284
EC1-3-1-14,0.361436075,0.628622832,0.70888808
EC3-4-15-5,0.255610726,0.62989083,0.709494424
EC4-1-2-19,-0.121460629,0.62974825,0.709494424
EC3-5-3-8,0.384841395,0.63277155,0.712326258
EC5-1-1-20,0.302198059,0.636668277,0.716297893
EC2-7-1-23,0.038472317,0.644540568,0.72473514
EC1-3-8-1,-0.141394371,0.645321786,0.725071654
EC3-6-3-54,0.303321189,0.645658953,0.725071654
EC4-2-2-7,-0.339839602,0.645959359,0.725071654
EC2-3-3-13,0.047131372,0.646671662,0.725452101
EC2-3-1-129,0.159201786,0.649363742,0.727701841
EC5-4-99-26,-0.386545305,0.649426142,0.727701841
EC4-2-1-19,0.060007479,0.650115072,0.72805394
EC6-2-1-14,0.40244412,0.651092856,0.728728928
EC4-2-1-115,0.25926566,0.653675886,0.73119876
EC3-2-1-145,0.125919465,0.655245008,0.73253225
EC2-4-1-291,0.252911341,0.658130557,0.735335061
EC3-2-1-99,-0.194023176,0.658556012,0.735387546
EC1-5-3-1,-0.327178911,0.661030621,0.737726879
EC1-6-5-3,0.186326559,0.661879525,0.73825024
EC4-2-1-70,0.168632797,0.663801361,0.739969045
EC1-14-13-81,0.336033547,0.664881196,0.7407478
EC2-4-99-12,-0.361023592,0.667801373,0.743574824
EC6-3-4-3,0.068903685,0.670568298,0.746228066
EC2-7-1-144,0.072989575,0.671429901,0.746759186
EC1-1-1-53,-0.194205194,0.675476911,0.750830456
EC3-1-4-55,0.253145401,0.676049529,0.751037298
EC3-2-1-28,0.447921835,0.676836786,0.751482215
EC4-1-3-3,0.115400908,0.679747684,0.754283124
EC2-7-4-26,-0.07534618,0.680746379,0.754394892
EC3-5-2-7,0.185698552,0.680494703,0.754394892
EC7-1-3-1,0.355653667,0.681013196,0.754394892
EC6-3-2-8,-0.041473621,0.682257941,0.755343123
EC2-7-1-63,-0.23188072,0.684030377,0.756874158
EC2-7-11-1,0.047369081,0.686483158,0.75915582
EC3-2-1-80,0.19083931,0.687941206,0.760335474
EC3-4-14-4,-0.254962644,0.693751792,0.766321622
EC6-1-1-24,0.19054003,0.694183658,0.766362982
EC3-2-1-131,0.273456823,0.697632397,0.768859754
EC3-5-4-19,-0.041815137,0.697547748,0.768859754
EC4-1-1-82,-0.341122365,0.696854327,0.768859754
EC3-2-1-1,-0.109743914,0.699205369,0.77015648
EC2-5-1-74,-0.161778066,0.69962793,0.770185307
EC6-4-1-3,0.179755611,0.700675051,0.770901259
EC3-5-4-31,-0.186376657,0.70604098,0.776365379
EC4-99-1-4,0.214067351,0.708822461,0.778983055
EC3-4-13-21,-0.21954271,0.710940109,0.780868645
EC2-3-1-29,0.112908948,0.71250476,0.781893222
EC2-7-1-50,0.066551317,0.713080179,0.781893222
EC3-8-1-8,0.320515231,0.712938299,0.781893222
EC2-1-1-164,-0.205689723,0.714763914,0.782855854
EC3-1-3-4,-0.246500972,0.714650495,0.782855854
EC3-5-2-17,0.379084758,0.715706974,0.783447127
EC2-5-1-9,-0.089742188,0.716717059,0.784111062
EC1-8-4-8,0.363960866,0.719202761,0.785503633
EC2-1-1-190,0.121588077,0.718819485,0.785503633
EC2-5-1-84,-0.265692896,0.718721277,0.785503633
EC2-1-1-156,-0.133297363,0.721101155,0.787134575
EC2-1-2-3,-0.051148403,0.723240107,0.789026125
EC1-2-1-38,-0.048238612,0.724489425,0.78994554
EC2-1-1-132,0.168641923,0.72658858,0.790902863
EC3-4-21-110,0.191948439,0.725813034,0.790902863
EC3-6-4-6,-0.279400552,0.726558935,0.790902863
EC2-3-1-180,0.038006713,0.727028096,0.790938181
EC3-1-2-27,0.084757868,0.727715987,0.791092908
EC6-3-4-20,-0.090303245,0.727984621,0.791092908
EC1-3-99-22,0.082668309,0.729648334,0.792457637
EC1-3-1-2,-0.222809606,0.732262938,0.793903076
EC3-2-1-3,-0.214111876,0.732422804,0.793903076
EC4-2-2-23,-0.243357178,0.732613595,0.793903076
EC6-3-2-38,0.219616609,0.732403925,0.793903076
EC2-6-1-83,-0.042459443,0.734000941,0.794963115
EC6-3-4-19,0.037371549,0.734698963,0.795275813
EC2-7-8-5,0.072461064,0.737138012,0.797471692
EC3-5-4-10,0.052107166,0.737626614,0.797556211
EC3-1-3-25,0.090573714,0.740448853,0.800162471
EC2-7-7-22,-0.255325237,0.741118907,0.800258436
EC3-4-22-40,-0.300805767,0.741361392,0.800258436
EC2-7-1-193,0.211734619,0.742180685,0.800697984
EC2-7-4-16,0.110881884,0.742821361,0.800944453
EC1-3-99-5,-0.207392936,0.744192769,0.801667229
EC2-2-1-7,-0.037195398,0.744729464,0.801667229
EC2-3-1-128,0.176310104,0.744429286,0.801667229
EC2-4-1-250,0.170147163,0.74562695,0.802188906
EC3-2-1-15,0.266631938,0.751058403,0.807585211
EC1-1-1-304,0.25779461,0.753224948,0.809019389
EC4-2-1-91,0.187669879,0.753141709,0.809019389
EC6-3-1-19,0.222601846,0.75375273,0.80913898
EC3-1-26-5,0.037965527,0.757966069,0.81321263
EC2-5-1-49,-0.07406041,0.759788675,0.81471821
EC1-1-1-58,-0.055925403,0.761878073,0.816508051
EC1-1-1-81,-0.318922314,0.763112339,0.817379975
EC2-4-99-16,0.172357393,0.763781848,0.817402961
EC3-4-21-108,-0.189307762,0.763975181,0.817402961
EC3-6-3-16,0.269809014,0.76782956,0.821074758
EC3-2-1-21,0.065472284,0.768880811,0.821746654
EC1-3-5-2,0.179618744,0.769942155,0.822428591
EC1-7-1-13,-0.081677748,0.772134638,0.824186103
EC3-2-1-31,-0.09418219,0.772435869,0.824186103
EC2-7-4-9,-0.068258118,0.773792233,0.825180191
EC2-1-1-197,-0.069458443,0.779553606,0.83041264
EC3-2-1-25,0.242506248,0.779172205,0.83041264
EC3-6-1-55,0.080907634,0.781309164,0.831826688
EC6-3-2-13,-0.03922614,0.781936082,0.832038229
EC6-1-1-2,0.038139639,0.782598569,0.832287367
EC1-1-1-23,0.034389823,0.783953085,0.833271796
EC2-1-1-113,0.213210227,0.790387216,0.839651373
EC5-1-3-24,0.198262496,0.793978764,0.843005868
EC1-4-1-3,-0.163289706,0.797327383,0.846098911
EC1-8-2-3,0.13255681,0.798912421,0.846855884
EC2-1-1-226,-0.069932867,0.798545844,0.846855884
EC2-5-1-3,-0.034920994,0.804038086,0.851824428
EC6-1-1-11,-0.038724301,0.806826165,0.854312392
EC5-4-99-5,-0.105193247,0.808441143,0.855556177
EC2-7-1-48,0.024735236,0.809049162,0.855733544
EC1-1-1-355,0.122963898,0.811123728,0.856063772
EC2-7-11-17,0.088485336,0.810067327,0.856063772
EC4-1-2-50,0.071462967,0.810297891,0.856063772
EC7-2-4-2,0.064705127,0.810722597,0.856063772
EC2-7-7-41,0.021211755,0.81710917,0.861354642
EC3-2-1-179,0.194936068,0.81824294,0.861354642
EC4-1-1-70,-0.036678654,0.817931286,0.861354642
EC4-2-1-11,-0.022385595,0.818353406,0.861354642
EC5-3-3-3,0.140531567,0.817326061,0.861354642
EC4-2-1-45,0.150727251,0.819350939,0.861937668
EC2-3-3-5,-0.177334827,0.82020247,0.862366558
EC3-1-3-104,0.169289754,0.821289344,0.862575781
EC3-2-1-20,-0.129159408,0.821096095,0.862575781
EC2-4-1-303,-0.104755409,0.824219739,0.864682076
EC2-7-1-56,0.207893381,0.82507492,0.864682076
EC2-7-7-10,-0.166842317,0.82463381,0.864682076
EC3-1-1-41,0.219106778,0.824147546,0.864682076
EC1-4-1-1,-0.103426479,0.828868953,0.867722185
EC3-1-3-68,0.181359258,0.828613129,0.867722185
EC3-4-21-89,0.026530433,0.829489503,0.867904202
EC1-5-1-5,0.021132266,0.830901177,0.868515498
EC2-4-2-17,0.025266021,0.831414733,0.868515498
EC6-3-4-6,0.125319361,0.83128822,0.868515498
EC1-1-1-133,-0.030455593,0.831947748,0.868605306
EC5-4-99-1,-0.183223003,0.833079612,0.869319918
EC3-1-3-2,0.1309148,0.83445386,0.869675424
EC4-1-99-1,-0.207135028,0.834763081,0.869675424
EC4-7-1-1,0.200096117,0.834135142,0.869675424
EC3-2-1-64,-0.152964617,0.836153781,0.870657447
EC2-7-7-63,-0.15976391,0.836876262,0.870942998
EC3-3-1-1,0.06266632,0.847002003,0.881009043
EC3-6-3-40,-0.045878739,0.848956831,0.882569889
EC6-3-4-15,0.020449961,0.849439171,0.882599096
EC3-1-3-45,-0.130194729,0.853295432,0.885658667
EC3-2-1-23,0.030542877,0.853259504,0.885658667
EC2-4-1-54,0.134830621,0.860401962,0.89208165
EC7-1-2-2,0.023504374,0.860314007,0.89208165
EC4-6-1-1,-0.135781629,0.862711114,0.89399877
EC3-5-4-12,-0.08223025,0.863855676,0.894707664
EC2-4-1-1,0.019969365,0.867066611,0.897554834
EC2-6-1-9,0.019646616,0.870554889,0.900685916
EC3-6-3-42,0.140156013,0.871547561,0.901233056
EC2-7-1-130,0.052812368,0.873875129,0.903020035
EC3-6-3-34,0.071273049,0.874444307,0.903020035
EC6-3-2-9,-0.012354497,0.874669946,0.903020035
EC1-1-1-86,-0.017182171,0.875550784,0.903373656
EC3-1-1-72,-0.152092813,0.87594234,0.903373656
EC1-2-1-11,0.021537834,0.877626752,0.904630652
EC2-4-2-43,0.14563566,0.881015555,0.907642218
EC3-1-3-3,-0.040568619,0.888377317,0.914256952
EC3-2-1-49,-0.108367691,0.887929513,0.914256952
EC4-6-1-12,0.012526025,0.892432843,0.917944423
EC1-17-7-1,0.152043414,0.896747599,0.921525116
EC2-1-1-80,-0.085439894,0.896915543,0.921525116
EC5-1-3-23,-0.093437334,0.897336861,0.921525116
EC3-5-1-82,0.077214922,0.90103508,0.924345913
EC3-8-1-5,0.065780695,0.900973374,0.924345913
EC2-7-7-38,0.041552753,0.902011935,0.924859731
EC2-1-1-177,-0.009931877,0.90841624,0.930934998
EC3-2-1-185,-0.077476839,0.915329331,0.937524982
EC4-2-1-68,0.053202077,0.916174064,0.937895789
EC2-4-2-1,0.008875152,0.917631932,0.938893546
EC3-1-26-11,0.020086346,0.91855852,0.93934695
EC1-4-4-2,-0.033083059,0.919743259,0.94006373
EC2-7-1-180,-0.011316038,0.920312407,0.940150897
EC5-2-1-8,0.007807542,0.923784054,0.94320148
EC3-2-1-51,-0.052802823,0.925907065,0.944376602
EC6-3-2-49,-0.072679277,0.92568566,0.944376602
EC2-7-7-64,0.027716737,0.927635232,0.945146962
EC6-3-2-6,0.008364004,0.927233694,0.945146962
EC4-4-1-21,-0.009489938,0.928746306,0.945783057
EC2-1-1-33,-0.009093024,0.932871359,0.949486145
EC1-18-1-6,0.049650967,0.934040499,0.950178372
EC2-1-1-208,0.038879586,0.938742987,0.954462388
EC2-1-1-199,0.007997479,0.941524687,0.955790213
EC2-7-1-49,0.017728025,0.941075517,0.955790213
EC2-7-7-62,-0.032708743,0.94067138,0.955790213
EC2-7-1-172,0.035568957,0.944514061,0.958324188
EC2-7-10-2,-0.020307515,0.947656032,0.960508957
EC3-5-3-18,-0.047681437,0.947537982,0.960508957
EC1-4-3-5,0.036696703,0.951596822,0.963497981
EC4-1-1-11,0.012102006,0.951127593,0.963497981
EC1-16-3-1,-0.04237326,0.953306834,0.964726655
EC3-1-3-73,0.013229688,0.954641968,0.96557488
EC2-5-1-55,0.016678475,0.95921465,0.969695143
EC1-4-1-2,-0.031836708,0.961294982,0.970283714
EC2-3-2-6,-0.021611484,0.960736131,0.970283714
EC3-1-6-8,-0.035479494,0.961236718,0.970283714
EC2-3-1-94,0.021421689,0.963963035,0.972471536
EC3-4-22-37,0.006305949,0.967952951,0.975989925
EC6-2-1-1,0.038967331,0.969734655,0.977279271
EC2-7-1-90,0.005956665,0.970686777,0.977731679
EC3-2-1-41,0.012928338,0.971377548,0.977920506
EC1-4-1-21,0.023252774,0.975040058,0.980591529
EC4-2-1-167,-0.014017903,0.9747271,0.980591529
EC1-1-1-34,0.018737391,0.97714372,0.981488475
EC1-2-7-7,0.020861589,0.977447349,0.981488475
EC5-1-3-3,-0.003899826,0.977297174,0.981488475
EC5-1-3-10,0.009587197,0.984189017,0.987747552
EC2-4-1-293,-0.009350461,0.9847001,0.987750281
EC1-2-1-62,-0.010015878,0.987039179,0.98958572
EC3-1-3-37,0.006604209,0.988020831,0.990059038
EC1-8-1-14,0.004173051,0.991541432,0.992563113
EC3-6-1-23,-0.001272604,0.991455257,0.992563113
EC6-5-1-1,0.002168255,0.997714686,0.998228442
EC1-7-2-2,0.001379464,0.998780018,0.998780018
